0000001, 0.0236
0000002, 0.0
0000003, 0.008
0000004, 0.0
0000005, 0.037
0000006, 0.0
0000007, 0.027
0000008, 0.0
0000009, 0.013
0000010, 0.0
0000011, -0.008
0000012, 0.0
0000013, 0.022
0000014, 0.0
0000015, 0.009
0000016, 0.0
0000017, 0.0
0000018, -1.761
0000019, 0.0
0000020, 0.038
